Time,id,iq,Te,omega_m
0.554,1.203,6.937,4.112,201.929
0.554,1.203,6.937,4.112,201.965
0.554,1.203,6.937,4.112,202.002
0.554,1.203,6.937,4.112,202.038
0.554,1.203,6.937,4.112,202.074
0.554,1.203,6.937,4.112,202.110
0.554,1.203,6.937,4.112,202.146
0.554,1.203,6.937,4.112,202.182
0.554,1.203,6.937,4.112,202.218
0.554,1.203,6.937,4.112,202.254
0.555,1.203,6.937,4.112,202.291
0.555,1.203,6.937,4.112,202.327
0.555,1.203,6.937,4.112,202.363
0.555,1.203,6.937,4.112,202.399
0.555,1.203,6.937,4.112,202.435
0.555,1.203,6.937,4.112,202.471
0.555,1.203,6.937,4.112,202.507
0.555,1.203,6.937,4.112,202.543
0.555,1.203,6.937,4.112,202.579
0.555,1.203,6.937,4.112,202.616
0.556,1.203,6.937,4.112,202.652
0.556,1.203,6.937,4.112,202.688
0.556,1.203,6.937,4.112,202.724
0.556,1.203,6.937,4.112,202.760
0.556,1.203,6.937,4.112,202.796
0.556,1.203,6.937,4.112,202.832
0.556,1.203,6.937,4.112,202.868
0.556,1.203,6.937,4.112,202.905
0.556,1.203,6.937,4.112,202.941
0.556,1.203,6.937,4.112,202.977
0.557,1.203,6.937,4.112,203.013
0.557,1.203,6.937,4.112,203.049
0.557,1.203,6.937,4.112,203.085
0.557,1.203,6.937,4.112,203.121
0.557,1.203,6.937,4.112,203.157
0.557,1.203,6.937,4.112,203.193
0.557,1.203,6.937,4.112,203.230
0.557,1.203,6.937,4.112,203.266
0.557,1.203,6.937,4.112,203.302
0.557,1.203,6.937,4.112,203.338
0.558,1.203,6.937,4.112,203.374
0.558,1.203,6.937,4.112,203.410
0.558,1.203,6.937,4.112,203.446
0.558,1.203,6.937,4.112,203.482
0.558,1.203,6.937,4.112,203.519
0.558,1.203,6.937,4.112,203.555
0.558,1.203,6.937,4.112,203.591
0.558,1.203,6.937,4.112,203.627
0.558,1.203,6.937,4.112,203.663
0.558,1.203,6.937,4.112,203.699
0.559,1.203,6.937,4.112,203.735
0.559,1.203,6.937,4.112,203.771
0.559,1.203,6.937,4.112,203.808
0.559,1.203,6.937,4.112,203.844
0.559,1.203,6.937,4.112,203.880
0.559,1.203,6.937,4.112,203.916
0.559,1.203,6.937,4.112,203.952
0.559,1.203,6.937,4.112,203.988
0.559,1.203,6.937,4.112,204.024
0.559,1.203,6.937,4.112,204.060
0.560,1.203,6.937,4.112,204.096
0.560,1.203,6.937,4.112,204.133
0.560,1.203,6.937,4.112,204.169
0.560,1.203,6.937,4.112,204.205
0.560,1.203,6.937,4.112,204.241
0.560,1.203,6.937,4.112,204.277
0.560,1.203,6.937,4.112,204.313
0.560,1.203,6.937,4.112,204.349
0.560,1.203,6.937,4.112,204.385
0.560,1.203,6.937,4.112,204.422
0.561,1.203,6.937,4.112,204.458
0.561,1.203,6.937,4.112,204.494
0.561,1.203,6.937,4.112,204.530
0.561,1.203,6.937,4.112,204.566
0.561,1.203,6.937,4.112,204.602
0.561,1.203,6.937,4.112,204.638
0.561,1.203,6.937,4.112,204.674
0.561,1.203,6.937,4.112,204.711
0.561,1.203,6.937,4.112,204.747
0.561,1.203,6.937,4.112,204.783
0.562,1.203,6.937,4.112,204.819
0.562,1.203,6.937,4.112,204.855
0.562,1.203,6.937,4.112,204.891
0.562,1.203,6.937,4.112,204.927
0.562,1.203,6.937,4.112,204.963
0.562,1.203,6.937,4.112,204.999
0.562,1.203,6.937,4.112,205.036
0.562,1.203,6.937,4.112,205.072
0.562,1.203,6.937,4.112,205.108
0.562,1.203,6.937,4.112,205.144
0.563,1.203,6.937,4.112,205.180
0.563,1.203,6.937,4.112,205.216
0.563,1.203,6.937,4.112,205.252
0.563,1.203,6.937,4.112,205.288
0.563,1.203,6.937,4.112,205.325
0.563,1.203,6.937,4.112,205.361
0.563,1.203,6.937,4.112,205.397
0.563,1.203,6.937,4.112,205.433
0.563,1.203,6.937,4.112,205.469
0.563,1.203,6.937,4.112,205.505
0.564,1.203,6.937,4.112,205.541
0.564,1.203,6.937,4.112,205.577
0.564,1.203,6.937,4.112,205.613
0.564,1.203,6.937,4.112,205.650
0.564,1.203,6.937,4.112,205.686
0.564,1.203,6.937,4.112,205.722
0.564,1.203,6.937,4.112,205.758
0.564,1.203,6.937,4.112,205.794
0.564,1.203,6.937,4.112,205.830
0.564,1.203,6.937,4.112,205.866
0.565,1.203,6.937,4.112,205.902
0.565,1.203,6.937,4.112,205.939
0.565,1.203,6.937,4.112,205.975
0.565,1.203,6.937,4.112,206.011
0.565,1.203,6.937,4.112,206.047
0.565,1.203,6.937,4.112,206.083
0.565,1.203,6.937,4.112,206.119
0.565,1.203,6.937,4.112,206.155
0.565,1.203,6.937,4.112,206.191
0.565,1.203,6.937,4.112,206.228
0.566,1.203,6.937,4.112,206.264
0.566,1.203,6.937,4.112,206.300
0.566,1.203,6.937,4.112,206.336
0.566,1.203,6.937,4.112,206.372
0.566,1.203,6.937,4.112,206.408
0.566,1.203,6.937,4.112,206.444
0.566,1.203,6.937,4.112,206.480
0.566,1.203,6.937,4.112,206.516
0.566,1.203,6.937,4.112,206.553
0.566,1.203,6.937,4.112,206.589
0.567,1.203,6.937,4.112,206.625
0.567,1.203,6.937,4.112,206.661
0.567,1.203,6.937,4.112,206.697
0.567,1.203,6.937,4.112,206.733
0.567,1.203,6.937,4.112,206.769
0.567,1.203,6.937,4.112,206.805
0.567,1.203,6.937,4.112,206.842
0.567,1.203,6.937,4.112,206.878
0.567,1.203,6.937,4.112,206.914
0.567,1.203,6.937,4.112,206.950
0.568,1.203,6.937,4.112,206.986
0.568,1.203,6.937,4.112,207.022
0.568,1.203,6.937,4.112,207.058
0.568,1.203,6.937,4.112,207.094
0.568,1.203,6.937,4.112,207.131
0.568,1.203,6.937,4.112,207.167
0.568,1.203,6.937,4.112,207.203
0.568,1.203,6.937,4.112,207.239
0.568,1.203,6.937,4.112,207.275
0.568,1.203,6.937,4.112,207.311
0.569,1.203,6.937,4.112,207.347
0.569,1.203,6.937,4.112,207.383
0.569,1.203,6.937,4.112,207.419
0.569,1.203,6.937,4.112,207.456
0.569,1.203,6.937,4.112,207.492
0.569,1.203,6.937,4.112,207.528
0.569,1.203,6.937,4.112,207.564
0.569,1.203,6.937,4.112,207.600
0.569,1.203,6.937,4.112,207.636
0.569,1.203,6.937,4.112,207.672
0.570,1.203,6.937,4.112,207.708
0.570,1.203,6.937,4.112,207.745
0.570,1.203,6.937,4.112,207.781
0.570,1.203,6.937,4.112,207.817
0.570,1.203,6.937,4.112,207.853
0.570,1.203,6.937,4.112,207.889
0.570,1.203,6.937,4.112,207.925
0.570,1.203,6.937,4.112,207.961
0.570,1.203,6.937,4.112,207.997
0.570,1.203,6.937,4.112,208.034
0.571,1.203,6.937,4.112,208.070
0.571,1.203,6.937,4.112,208.106
0.571,1.203,6.937,4.112,208.142
0.571,1.203,6.937,4.112,208.178
0.571,1.203,6.937,4.112,208.214
0.571,1.203,6.937,4.112,208.250
0.571,1.203,6.937,4.112,208.286
0.571,1.203,6.937,4.112,208.322
0.571,1.203,6.937,4.112,208.359
0.571,1.203,6.937,4.112,208.395
0.572,1.203,6.937,4.112,208.431
0.572,1.203,6.937,4.112,208.467
0.572,1.203,6.937,4.112,208.503
0.572,1.203,6.937,4.112,208.539
0.572,1.203,6.937,4.112,208.575
0.572,1.203,6.937,4.112,208.611
0.572,1.203,6.937,4.112,208.648
0.572,1.203,6.937,4.112,208.684
0.572,1.203,6.937,4.112,208.720
0.572,1.203,6.937,4.112,208.756
0.573,1.203,6.937,4.112,208.792
0.573,1.203,6.937,4.112,208.828
0.573,1.203,6.937,4.112,208.864
0.573,1.203,6.937,4.112,208.900
0.573,1.203,6.937,4.112,208.936
0.573,1.203,6.937,4.112,208.973
0.573,1.203,6.937,4.112,209.009
0.573,1.203,6.937,4.112,209.045
0.573,1.203,6.937,4.112,209.081
0.573,1.203,6.937,4.112,209.117
0.574,1.203,6.937,4.112,209.153
0.574,1.203,6.937,4.112,209.189
0.574,1.203,6.937,4.112,209.225
0.574,1.203,6.937,4.112,209.262
0.574,1.203,6.937,4.112,209.298
0.574,1.203,6.937,4.112,209.334
0.574,1.203,6.937,4.112,209.370
0.574,1.203,6.937,4.112,209.406
0.574,1.203,6.937,4.112,209.442
0.574,1.203,6.937,4.112,209.478
0.575,1.203,6.937,4.112,209.514
0.575,1.203,6.937,4.112,209.551
0.575,1.203,6.937,4.112,209.587
0.575,1.203,6.937,4.112,209.623
0.575,1.203,6.937,4.112,209.659
0.575,1.203,6.937,4.112,209.695
0.575,1.203,6.937,4.112,209.731
0.575,1.203,6.937,4.112,209.767
0.575,1.203,6.937,4.112,209.803
0.575,1.203,6.937,4.112,209.839
0.576,1.203,6.937,4.112,209.876
0.576,1.203,6.937,4.112,209.912
0.576,1.203,6.937,4.112,209.948
0.576,1.203,6.937,4.112,209.984
0.576,1.203,6.937,4.112,210.020
0.576,1.203,6.937,4.112,210.056
0.576,1.203,6.937,4.112,210.092
0.576,1.203,6.937,4.112,210.128
0.576,1.203,6.937,4.112,210.165
0.576,1.203,6.937,4.112,210.201
0.577,1.203,6.937,4.112,210.237
0.577,1.203,6.937,4.112,210.273
0.577,1.203,6.937,4.112,210.309
0.577,1.203,6.937,4.112,210.345
0.577,1.203,6.937,4.112,210.381
0.577,1.203,6.937,4.112,210.417
0.577,1.203,6.937,4.112,210.454
0.577,1.203,6.937,4.112,210.490
0.577,1.203,6.937,4.112,210.526
0.577,1.203,6.937,4.112,210.562
0.578,1.203,6.937,4.112,210.598
0.578,1.203,6.937,4.112,210.634
0.578,1.203,6.937,4.112,210.670
0.578,1.203,6.937,4.112,210.706
0.578,1.203,6.937,4.112,210.742
0.578,1.203,6.937,4.112,210.779
0.578,1.203,6.937,4.112,210.815
0.578,1.203,6.937,4.112,210.851
0.578,1.203,6.937,4.112,210.887
0.578,1.203,6.937,4.112,210.923
0.579,1.203,6.937,4.112,210.959
0.579,1.203,6.937,4.112,210.995
0.579,1.203,6.937,4.112,211.031
0.579,1.203,6.937,4.112,211.068
0.579,1.203,6.937,4.112,211.104
0.579,1.203,6.937,4.112,211.140
0.579,1.203,6.937,4.112,211.176
0.579,1.203,6.937,4.112,211.212
0.579,1.203,6.937,4.112,211.248
0.579,1.203,6.937,4.112,211.284
0.580,1.203,6.937,4.112,211.320
0.580,1.203,6.937,4.112,211.357
0.580,1.203,6.937,4.112,211.393
0.580,1.203,6.937,4.112,211.429
0.580,1.203,6.937,4.112,211.465
0.580,1.203,6.937,4.112,211.501
0.580,1.203,6.937,4.112,211.537
0.580,1.203,6.937,4.112,211.573
0.580,1.203,6.937,4.112,211.609
0.580,1.203,6.937,4.112,211.645
0.581,1.203,6.937,4.112,211.682
0.581,1.203,6.937,4.112,211.718
0.581,1.203,6.937,4.112,211.754
0.581,1.203,6.937,4.112,211.790
0.581,1.203,6.937,4.112,211.826
0.581,1.203,6.937,4.112,211.862
0.581,1.203,6.937,4.112,211.898
0.581,1.203,6.937,4.112,211.934
0.581,1.203,6.937,4.112,211.971
0.581,1.203,6.937,4.112,212.007
0.582,1.203,6.937,4.112,212.043
0.582,1.203,6.937,4.112,212.079
0.582,1.203,6.937,4.112,212.115
0.582,1.203,6.937,4.112,212.151
0.582,1.203,6.937,4.112,212.187
0.582,1.203,6.937,4.112,212.223
0.582,1.203,6.937,4.112,212.259
0.582,1.203,6.937,4.112,212.296
0.582,1.203,6.937,4.112,212.332
0.582,1.203,6.937,4.112,212.368
0.583,1.203,6.937,4.112,212.404
0.583,1.203,6.937,4.112,212.440
0.583,1.203,6.937,4.112,212.476
0.583,1.203,6.937,4.112,212.512
0.583,1.203,6.937,4.112,212.548
0.583,1.203,6.937,4.112,212.585
0.583,1.203,6.937,4.112,212.621
0.583,1.203,6.937,4.112,212.657
0.583,1.203,6.937,4.112,212.693
0.583,1.203,6.937,4.112,212.729
0.584,1.203,6.937,4.112,212.765
0.584,1.203,6.937,4.112,212.801
0.584,1.203,6.937,4.112,212.837
0.584,1.203,6.937,4.112,212.874
0.584,1.203,6.937,4.112,212.910
0.584,1.203,6.937,4.112,212.946
0.584,1.203,6.937,4.112,212.982
0.584,1.203,6.937,4.112,213.018
0.584,1.203,6.937,4.112,213.054
0.584,1.203,6.937,4.112,213.090
0.585,1.203,6.937,4.112,213.126
0.585,1.203,6.937,4.112,213.162
0.585,1.203,6.937,4.112,213.199
0.585,1.203,6.937,4.112,213.235
0.585,1.203,6.937,4.112,213.271
0.585,1.203,6.937,4.112,213.307
0.585,1.203,6.937,4.112,213.343
0.585,1.203,6.937,4.112,213.379
0.585,1.203,6.937,4.112,213.415
0.585,1.203,6.937,4.112,213.451
0.586,1.203,6.937,4.112,213.488
0.586,1.203,6.937,4.112,213.524
0.586,1.203,6.937,4.112,213.560
0.586,1.203,6.937,4.112,213.596
0.586,1.203,6.937,4.112,213.632
0.586,1.203,6.937,4.112,213.668
0.586,1.203,6.937,4.112,213.704
0.586,1.203,6.937,4.112,213.740
0.586,1.203,6.937,4.112,213.777
0.586,1.203,6.937,4.112,213.813
0.587,1.203,6.937,4.112,213.849
0.587,1.203,6.937,4.112,213.885
0.587,1.203,6.937,4.112,213.921
0.587,1.203,6.937,4.112,213.957
0.587,1.203,6.937,4.112,213.993
0.587,1.203,6.937,4.112,214.029
0.587,1.203,6.937,4.112,214.065
0.587,1.203,6.937,4.112,214.102
0.587,1.203,6.937,4.112,214.138
0.587,1.203,6.937,4.112,214.174
0.588,1.203,6.937,4.112,214.210
0.588,1.203,6.937,4.112,214.246
0.588,1.203,6.937,4.112,214.282
0.588,1.203,6.937,4.112,214.318
0.588,1.203,6.937,4.112,214.354
0.588,1.203,6.937,4.112,214.391
0.588,1.203,6.937,4.112,214.427
0.588,1.203,6.937,4.112,214.463
0.588,1.203,6.937,4.112,214.499
0.588,1.203,6.937,4.112,214.535
0.589,1.203,6.937,4.112,214.571
0.589,1.203,6.937,4.112,214.607
0.589,1.203,6.937,4.112,214.643
0.589,1.203,6.937,4.112,214.680
0.589,1.203,6.937,4.112,214.716
0.589,1.203,6.937,4.112,214.752
0.589,1.203,6.937,4.112,214.788
0.589,1.203,6.937,4.112,214.824
0.589,1.203,6.937,4.112,214.860
0.589,1.203,6.937,4.112,214.896
0.590,1.203,6.937,4.112,214.932
0.590,1.203,6.937,4.112,214.968
0.590,1.203,6.937,4.112,215.005
0.590,1.203,6.937,4.112,215.041
0.590,1.203,6.937,4.112,215.077
0.590,1.203,6.937,4.112,215.113
0.590,1.203,6.937,4.112,215.149
0.590,1.203,6.937,4.112,215.185
0.590,1.203,6.937,4.112,215.221
0.590,1.203,6.937,4.112,215.257
0.591,1.203,6.937,4.112,215.294
0.591,1.203,6.937,4.112,215.330
0.591,1.203,6.937,4.112,215.366
0.591,1.203,6.937,4.112,215.402
0.591,1.203,6.937,4.112,215.438
0.591,1.203,6.937,4.112,215.474
0.591,1.203,6.937,4.112,215.510
0.591,1.203,6.937,4.112,215.546
0.591,1.203,6.937,4.112,215.582
0.591,1.203,6.937,4.112,215.619
0.592,1.203,6.937,4.112,215.655
0.592,1.203,6.937,4.112,215.691
0.592,1.203,6.937,4.112,215.727
0.592,1.203,6.937,4.112,215.763
0.592,1.203,6.937,4.112,215.799
0.592,1.203,6.937,4.112,215.835
0.592,1.203,6.937,4.112,215.871
0.592,1.203,6.937,4.112,215.908
0.592,1.203,6.937,4.112,215.944
0.592,1.203,6.937,4.112,215.980
0.593,1.203,6.937,4.112,216.016
0.593,1.203,6.937,4.112,216.052
0.593,1.203,6.937,4.112,216.088
0.593,1.203,6.937,4.112,216.124
0.593,1.203,6.937,4.112,216.160
0.593,1.203,6.937,4.112,216.197
0.593,1.203,6.937,4.112,216.233
0.593,1.203,6.937,4.112,216.269
0.593,1.203,6.937,4.112,216.305
0.593,1.203,6.937,4.112,216.341
0.594,1.203,6.937,4.112,216.377
0.594,1.203,6.937,4.112,216.413
0.594,1.203,6.937,4.112,216.449
0.594,1.203,6.937,4.112,216.485
0.594,1.203,6.937,4.112,216.522
0.594,1.203,6.937,4.112,216.558
0.594,1.203,6.937,4.112,216.594
0.594,1.203,6.937,4.112,216.630
0.594,1.203,6.937,4.112,216.666
0.594,1.203,6.937,4.112,216.702
0.595,1.203,6.937,4.112,216.738
0.595,1.203,6.937,4.112,216.774
0.595,1.203,6.937,4.112,216.811
0.595,1.203,6.937,4.112,216.847
0.595,1.203,6.937,4.112,216.883
0.595,1.203,6.937,4.112,216.919
0.595,1.203,6.937,4.112,216.955
0.595,1.203,6.937,4.112,216.991
0.595,1.203,6.937,4.112,217.027
0.595,1.203,6.937,4.112,217.063
0.596,1.203,6.937,4.112,217.100
0.596,1.203,6.937,4.112,217.136
0.596,1.203,6.937,4.112,217.172
0.596,1.203,6.937,4.112,217.208
0.596,1.203,6.937,4.112,217.244
0.596,1.203,6.937,4.112,217.280
0.596,1.203,6.937,4.112,217.316
0.596,1.203,6.937,4.112,217.352
0.596,1.203,6.937,4.112,217.388
0.596,1.203,6.937,4.112,217.425
0.597,1.203,6.937,4.112,217.461
0.597,1.203,6.937,4.112,217.497
0.597,1.203,6.937,4.112,217.533
0.597,1.203,6.937,4.112,217.569
0.597,1.203,6.937,4.112,217.605
0.597,1.203,6.937,4.112,217.641
0.597,1.203,6.937,4.112,217.677
0.597,1.203,6.937,4.112,217.714
0.597,1.203,6.937,4.112,217.750
0.597,1.203,6.937,4.112,217.786
0.598,1.203,6.937,4.112,217.822
0.598,1.203,6.937,4.112,217.858
0.598,1.203,6.937,4.112,217.894
0.598,1.203,6.937,4.112,217.930
0.598,1.203,6.937,4.112,217.966
0.598,1.203,6.937,4.112,218.003
0.598,1.203,6.937,4.112,218.039
0.598,1.203,6.937,4.112,218.075
0.598,1.203,6.937,4.112,218.111
0.598,1.203,6.937,4.112,218.147
0.599,1.203,6.937,4.112,218.183
0.599,1.203,6.937,4.112,218.219
0.599,1.203,6.937,4.112,218.255
0.599,1.203,6.937,4.112,218.291
0.599,1.203,6.937,4.112,218.328
0.599,1.203,6.937,4.112,218.364
0.599,1.203,6.937,4.112,218.400
0.599,1.203,6.937,4.112,218.436
0.599,1.203,6.937,4.112,218.472
0.599,1.203,6.937,4.112,218.508
0.600,1.203,6.937,4.112,218.544
0.600,1.203,6.937,4.112,218.580
0.600,1.203,6.937,4.112,218.617
0.600,1.203,6.937,4.112,218.653
0.600,1.203,6.937,4.112,218.689
0.600,1.203,6.937,4.112,218.725
0.600,1.203,6.937,4.112,218.761
0.600,1.203,6.937,4.112,218.797
0.600,1.203,6.937,4.112,218.833
0.600,1.203,6.937,4.112,218.869
0.601,1.203,6.937,4.112,218.906
0.601,1.203,6.937,4.112,218.942
0.601,1.203,6.937,4.112,218.978
0.601,1.203,6.937,4.112,219.014
0.601,1.203,6.937,4.112,219.050
0.601,1.203,6.937,4.112,219.086
0.601,1.203,6.937,4.112,219.122
0.601,1.203,6.937,4.112,219.158
0.601,1.203,6.937,4.112,219.194
0.601,1.203,6.937,4.112,219.231
0.602,1.203,6.937,4.112,219.267
0.602,1.203,6.937,4.112,219.303
0.602,1.203,6.937,4.112,219.339
0.602,1.203,6.937,4.112,219.375
0.602,1.203,6.937,4.112,219.411
0.602,1.203,6.937,4.112,219.447
0.602,1.203,6.937,4.112,219.483
0.602,1.203,6.937,4.112,219.520
0.602,1.203,6.937,4.112,219.556
0.602,1.203,6.937,4.112,219.592
0.603,1.203,6.937,4.112,219.628
0.603,1.203,6.937,4.112,219.664
0.603,1.203,6.937,4.112,219.700
0.603,1.203,6.937,4.112,219.736
0.603,1.203,6.937,4.112,219.772
0.603,1.203,6.937,4.112,219.808
0.603,1.203,6.937,4.112,219.845
0.603,1.203,6.937,4.112,219.881
0.603,1.203,6.937,4.112,219.917
0.603,1.203,6.937,4.112,219.953
0.604,1.203,6.937,4.112,219.989
0.604,1.203,6.937,4.112,220.025
0.604,1.203,6.937,4.112,220.061
0.604,1.203,6.937,4.112,220.097
0.604,1.203,6.937,4.112,220.134
0.604,1.203,6.937,4.112,220.170
0.604,1.203,6.937,4.112,220.206
0.604,1.203,6.937,4.112,220.242
0.604,1.203,6.937,4.112,220.278
0.604,1.203,6.937,4.112,220.314
0.605,1.203,6.937,4.112,220.350
0.605,1.203,6.937,4.112,220.386
0.605,1.203,6.937,4.112,220.423
0.605,1.203,6.937,4.112,220.459
0.605,1.203,6.937,4.112,220.495
0.605,1.203,6.937,4.112,220.531
0.605,1.203,6.937,4.112,220.567
0.605,1.203,6.937,4.112,220.603
0.605,1.203,6.937,4.112,220.639
0.605,1.203,6.937,4.112,220.675
0.606,1.203,6.937,4.112,220.711
0.606,1.203,6.937,4.112,220.748
0.606,1.203,6.937,4.112,220.784
0.606,1.203,6.937,4.112,220.820
0.606,1.203,6.937,4.112,220.856
0.606,1.203,6.937,4.112,220.892
0.606,1.203,6.937,4.112,220.928
0.606,1.203,6.937,4.112,220.964
0.606,1.203,6.937,4.112,221.000
0.606,1.203,6.937,4.112,221.037
0.607,1.203,6.937,4.112,221.073
0.607,1.203,6.937,4.112,221.109
0.607,1.203,6.937,4.112,221.145
0.607,1.203,6.937,4.112,221.181
0.607,1.203,6.937,4.112,221.217
0.607,1.203,6.937,4.112,221.253
0.607,1.203,6.937,4.112,221.289
0.607,1.203,6.937,4.112,221.326
0.607,1.203,6.937,4.112,221.362
0.607,1.203,6.937,4.112,221.398
0.608,1.203,6.937,4.112,221.434
0.608,1.203,6.937,4.112,221.470
0.608,1.203,6.937,4.112,221.506
0.608,1.203,6.937,4.112,221.542
0.608,1.203,6.937,4.112,221.578
0.608,1.203,6.937,4.112,221.614
0.608,1.203,6.937,4.112,221.651
0.608,1.203,6.937,4.112,221.687
0.608,1.203,6.937,4.112,221.723
0.608,1.203,6.937,4.112,221.759
0.609,1.203,6.937,4.112,221.795
0.609,1.203,6.937,4.112,221.831
0.609,1.203,6.937,4.112,221.867
0.609,1.203,6.937,4.112,221.903
0.609,1.203,6.937,4.112,221.940
0.609,1.203,6.937,4.112,221.976
0.609,1.203,6.937,4.112,222.012
0.609,1.203,6.937,4.112,222.048
0.609,1.203,6.937,4.112,222.084
0.609,1.203,6.937,4.112,222.120
0.610,1.203,6.937,4.112,222.156
0.610,1.203,6.937,4.112,222.192
0.610,1.203,6.937,4.112,222.229
0.610,1.203,6.937,4.112,222.265
0.610,1.203,6.937,4.112,222.301
0.610,1.203,6.937,4.112,222.337
0.610,1.203,6.937,4.112,222.373
0.610,1.203,6.937,4.112,222.409
0.610,1.203,6.937,4.112,222.445
0.610,1.203,6.937,4.112,222.481
0.611,1.203,6.937,4.112,222.517
0.611,1.203,6.937,4.112,222.554
0.611,1.203,6.937,4.112,222.590
0.611,1.203,6.937,4.112,222.626
0.611,1.203,6.937,4.112,222.662
0.611,1.203,6.937,4.112,222.698
0.611,1.203,6.937,4.112,222.734
0.611,1.203,6.937,4.112,222.770
0.611,1.203,6.937,4.112,222.806
0.611,1.203,6.937,4.112,222.843
0.612,1.203,6.937,4.112,222.879
0.612,1.203,6.937,4.112,222.915
0.612,1.203,6.937,4.112,222.951
0.612,1.203,6.937,4.112,222.987
0.612,1.203,6.937,4.112,223.023
0.612,1.203,6.937,4.112,223.059
0.612,1.203,6.937,4.112,223.095
0.612,1.203,6.937,4.112,223.131
0.612,1.203,6.937,4.112,223.168
0.612,1.203,6.937,4.112,223.204
0.613,1.203,6.937,4.112,223.240
0.613,1.203,6.937,4.112,223.276
0.613,1.203,6.937,4.112,223.312
0.613,1.203,6.937,4.112,223.348
0.613,1.203,6.937,4.112,223.384
0.613,1.203,6.937,4.112,223.420
0.613,1.203,6.937,4.112,223.457
0.613,1.203,6.937,4.112,223.493
0.613,1.203,6.937,4.112,223.529
0.613,1.203,6.937,4.112,223.565
0.614,1.203,6.937,4.112,223.601
0.614,1.203,6.937,4.112,223.637
0.614,1.203,6.937,4.112,223.673
0.614,1.203,6.937,4.112,223.709
0.614,1.203,6.937,4.112,223.746
0.614,1.203,6.937,4.112,223.782
0.614,1.203,6.937,4.112,223.818
0.614,1.203,6.937,4.112,223.854
0.614,1.203,6.937,4.112,223.890
0.614,1.203,6.937,4.112,223.926
0.615,1.203,6.937,4.112,223.962
0.615,1.203,6.937,4.112,223.998
0.615,1.203,6.937,4.112,224.034
0.615,1.203,6.937,4.112,224.071
0.615,1.203,6.937,4.112,224.107
0.615,1.203,6.937,4.112,224.143
0.615,1.203,6.937,4.112,224.179
0.615,1.203,6.937,4.112,224.215
0.615,1.203,6.937,4.112,224.251
0.615,1.203,6.937,4.112,224.287
0.616,1.203,6.937,4.112,224.323
0.616,1.203,6.937,4.112,224.360
0.616,1.203,6.937,4.112,224.396
0.616,1.203,6.937,4.112,224.432
0.616,1.203,6.937,4.112,224.468
0.616,1.203,6.937,4.112,224.504
0.616,1.203,6.937,4.112,224.540
0.616,1.203,6.937,4.112,224.576
0.616,1.203,6.937,4.112,224.612
0.616,1.203,6.937,4.112,224.649
0.617,1.203,6.937,4.112,224.685
0.617,1.203,6.937,4.112,224.721
0.617,1.203,6.937,4.112,224.757
0.617,1.203,6.937,4.112,224.793
0.617,1.203,6.937,4.112,224.829
0.617,1.203,6.937,4.112,224.865
0.617,1.203,6.937,4.112,224.901
0.617,1.203,6.937,4.112,224.937
0.617,1.203,6.937,4.112,224.974
0.617,1.203,6.937,4.112,225.010
0.618,1.203,6.937,4.112,225.046
0.618,1.203,6.937,4.112,225.082
0.618,1.203,6.937,4.112,225.118
0.618,1.203,6.937,4.112,225.154
0.618,1.203,6.937,4.112,225.190
0.618,1.203,6.937,4.112,225.226
0.618,1.203,6.937,4.112,225.263
0.618,1.203,6.937,4.112,225.299
0.618,1.203,6.937,4.112,225.335
0.618,1.203,6.937,4.112,225.371
0.619,1.203,6.937,4.112,225.407
0.619,1.203,6.937,4.112,225.443
0.619,1.203,6.937,4.112,225.479
0.619,1.203,6.937,4.112,225.515
0.619,1.203,6.937,4.112,225.552
0.619,1.203,6.937,4.112,225.588
0.619,1.203,6.937,4.112,225.624
0.619,1.203,6.937,4.112,225.660
0.619,1.203,6.937,4.112,225.696
0.619,1.203,6.937,4.112,225.732
0.620,1.203,6.937,4.112,225.768
0.620,1.203,6.937,4.112,225.804
0.620,1.203,6.937,4.112,225.840
0.620,1.203,6.937,4.112,225.877
0.620,1.203,6.937,4.112,225.913
0.620,1.203,6.937,4.112,225.949
0.620,1.203,6.937,4.112,225.985
0.620,1.203,6.937,4.112,226.021
0.620,1.203,6.937,4.112,226.057
0.620,1.203,6.937,4.112,226.093
0.621,1.203,6.937,4.112,226.129
0.621,1.203,6.937,4.112,226.166
0.621,1.203,6.937,4.112,226.202
0.621,1.203,6.937,4.112,226.238
0.621,1.203,6.937,4.112,226.274
0.621,1.203,6.937,4.112,226.310
0.621,1.203,6.937,4.112,226.346
0.621,1.203,6.937,4.112,226.382
0.621,1.203,6.937,4.112,226.418
0.621,1.203,6.937,4.112,226.454
0.622,1.203,6.937,4.112,226.491
0.622,1.203,6.937,4.112,226.527
0.622,1.203,6.937,4.112,226.563
0.622,1.203,6.937,4.112,226.599
0.622,1.203,6.937,4.112,226.635
0.622,1.203,6.937,4.112,226.671
0.622,1.203,6.937,4.112,226.707
0.622,1.203,6.937,4.112,226.743
0.622,1.203,6.937,4.112,226.780
0.622,1.203,6.937,4.112,226.816
0.623,1.203,6.937,4.112,226.852
0.623,1.203,6.937,4.112,226.888
0.623,1.203,6.937,4.112,226.924
0.623,1.203,6.937,4.112,226.960
0.623,1.203,6.937,4.112,226.996
0.623,1.203,6.937,4.112,227.032
0.623,1.203,6.937,4.112,227.069
0.623,1.203,6.937,4.112,227.105
0.623,1.203,6.937,4.112,227.141
